cast_set_num,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes
CS1556,Stephen Hopkins,81,Adam Baldwin,2000,Robert Davi,683,Kevin Peter Hall,636,4722
CS1557,Gregory Hoblit,40,Billy Burke,2000,Jesse Tyler Ferguson,648,Joseph Cross,398,3612
CS1558,Hugh Wilson,37,Brendan Fraser,3000,Sissy Spacek,874,Douglas Smith,480,5709
CS1559,Mike Hodges,24,Brian Blessed,591,William Hootkins,488,Sam J. Jones,455,2603
CS1560,Kevin Smith,0,Stephen Root,939,Mike Starr,854,George Carlin,769,3592
CS1561,Rob Cohen,357,Cicely Tyson,907,Chad Lindberg,445,Carmen Ejogo,374,2471
CS1562,Clint Eastwood,16000,Kevin Spacey,18000,Bob Gunton,461,Leon Rippy,229,19689
CS1563,Scott Mann,8,Robert De Niro,22000,Joshua Mikel,1000,D.B. Sweeney,558,24154
CS1564,Susanna White,24,Daniel Mays,287,Bill Bailey,175,Eros Vlahos,167,855
CS1565,Danny DeVito,0,Frank Whaley,436,J.T. Walsh,263,Paul Guilfoyle,210,1394
CS1566,Chris Carter,251,Mitch Pileggi,826,Callum Rennie,716,Nicki Aycox,296,2351
CS1567,Tommy O'Haver,13,Anne Hathaway,11000,Steve Coogan,1000,Joanna Lumley,973,17292
CS1568,Peter Landesman,15,Will Smith,10000,Eddie Marsan,979,Albert Brooks,745,13371
CS1569,John Singleton,309,Ken Arnold,327,Benjamin J. Cain Jr.,73,Richard Cetrone,63,561
CS1570,Gary Chapman,2,Jim Broadbent,1000,Olivia Williams,766,Pip Torrens,72,1908
CS1571,Curtis Hanson,161,Robert Downey Jr.,21000,Rip Torn,826,Richard Thomas,549,22974
CS1572,Craig Mazin,82,Drake Bell,1000,Tracy Morgan,642,Marion Ross,418,3266
CS1573,Allen Hughes,90,Alona Tal,1000,James Ransone,412,Michael Beach,344,2073
CS1574,Wes Craven,0,Shannon Elizabeth,1000,Portia de Rossi,573,Derek Mears,520,2535
CS1575,David Koepp,192,Joseph Gordon-Levitt,23000,Dania Ramirez,1000,Aasif Mandvi,346,24669
CS1576,Anne Fletcher,98,Jim Gaffigan,472,Richard T. Jones,328,Michael Mosley,253,1679
CS1577,Shekhar Kapur,159,Djimon Hounsou,3000,Lucy Gordon,61,Alex Jennings,39,3142
CS1578,Taylor Hackford,138,Jason Statham,26000,Clifton Collins Jr.,968,Wendell Pierce,458,28479
CS1579,Richard Loncraine,12,Kirsten Dunst,4000,Jon Favreau,4000,Austin Nichols,663,9330
CS1580,Roger Kumble,16,Brendan Fraser,3000,Brooke Shields,1000,Matt Prokop,734,6327
CS1581,Kimble Rendall,0,Alex Russell,465,Cariba Heine,351,Richard Brancatisano,174,1361
CS1582,Peter Yates,170,Liam Neeson,14000,Alun Armstrong,192,Lysette Anthony,136,14744
CS1583,Robert Redford,0,Meryl Streep,11000,Tom Cruise,10000,Andrew Garfield,10000,32875
CS1584,John Milius,468,Rosanna Arquette,605,Dann Florek,367,Christopher Rich,150,1290
CS1585,Jake Kasdan,52,Tim Meadows,553,Nat Faxon,214,Matt Price,134,1082
CS1586,Lasse Hallström,529,Kevin Spacey,18000,Scott Glenn,826,Jason Behr,505,19805
CS1587,Les Mayfield,10,Gregory Smith,694,Ronny Cox,605,Harris Yulin,141,1668
CS1588,Jean-Marc Vallée,212,Michiel Huisman,2000,Jim Broadbent,1000,Thomas Kretschmann,919,5890
CS1589,Dominic Sena,57,Tom Skerritt,1000,Bashar Rahal,603,Shawn Doyle,230,1947
CS1590,Terrence Malick,0,Brad Pitt,11000,Tye Sheridan,1000,Fiona Shaw,687,13021
CS1591,Hark Tsui,85,Paul Sorvino,635,Lela Rochon,316,Ray Nicholas,105,1352
CS1592,David Ayer,453,Mireille Enos,1000,Martin Donovan,206,Maurice Compte,120,1458
CS1593,Brian Helgeland,241,Heath Ledger,13000,Mark Addy,891,Benno Fürmann,127,14165
CS1594,Lexi Alexander,189,Julie Benz,3000,Wayne Knight,967,Colin Salmon,766,6563
CS1595,Peter Hewitt,12,Kevin Zegers,2000,Rip Torn,826,Thomas F. Wilson,690,5022
CS1596,Robert Zemeckis,0,Joseph Gordon-Levitt,23000,Soleyman Pierini,22,Jade Kindar-Martin,6,23031
CS1597,Ronny Yu,31,Marley Shelton,690,Lee Arenberg,457,Angus Macfadyen,448,1993
CS1598,Ridley Scott,0,Archie Panjabi,883,Albert Finney,883,Richard Coyle,567,3611
CS1599,,,Ruth Wilson,2000,Indira Varma,729,Warren Brown,256,3823
CS1600,Richard Donner,503,Adam Baldwin,2000,Thomas Ian Nicholas,864,John Heard,697,4334
CS1601,Taylor Hackford,138,Delroy Lindo,848,Jesse Borrego,674,Raymond Cruz,672,3227
CS1602,Bille August,55,Jim Broadbent,1000,Tom Wilkinson,1000,Julia Ormond,918,3125
CS1603,Brian De Palma,0,Peter Coyote,548,Gregg Henry,298,Rie Rasmussen,115,1005
CS1604,Moustapha Akkad,278,Oliver Reed,695,Rod Steiger,279,John Gielgud,249,1573
CS1605,Jean-Paul Rappeneau,22,Olivier Martinez,837,François Cluzet,541,Isabelle Carré,45,1508
CS1606,Ang Lee,0,Jeremy W. Auman,3,Jeffrey Dover,2,Tobey Maguire,0,5
CS1607,Alejandro G. Iñárritu,0,Maricel Álvarez,30,Hanaa Bouchaib,9,Eduard Fernández,7,50
CS1608,Roland Joffé,596,Tamsin Egerton,621,Alice Englert,525,Bipasha Basu,282,1980
CS1609,Joachim Rønning,18,Salma Hayek,4000,Sam Shepard,820,Dwight Yoakam,324,5377
CS1610,Tony Kaye,194,Bill Cobbs,970,Aisha Tyler,856,Beverly D'Angelo,816,3874
CS1611,Wes Ball,47,Ki Hong Lee,988,Aml Ameen,149,Jacob Latimore,129,1783
CS1612,Ken Scott,31,Tom Wilkinson,1000,June Diane Raphael,249,Melissa McMeekin,141,1564
CS1613,Martin Scorsese,17000,Richard E. Grant,554,Geraldine Chaplin,382,Stuart Wilson,94,1068
CS1614,Darren Aronofsky,0,Hugh Jackman,20000,Ellen Burstyn,1000,Mark Margolis,1000,24640
CS1615,Hugh Johnson,3,David Paymer,372,Kevin J. O'Connor,248,Hudson Leick,239,1274
CS1616,Simon West,165,Nicolas Cage,12000,Mark Valley,774,Sami Gayle,566,14978
CS1617,Hayao Miyazaki,6000,Rumi Hiiragi,6,Yûki Amami,3,Yuria Nara,2,13
CS1618,George Tillman Jr.,88,Tiago Riani,989,Melissa Benoist,970,Hayley Lovitt,954,3386
CS1619,Rand Ravich,7,Johnny Depp,40000,Charlize Theron,9000,Clea DuVall,1000,52621
CS1620,Hugh Hudson,46,Liam Aiken,818,Eva Marie Saint,649,Vincent Perez,292,1778
CS1621,Gabriele Muccino,125,Gerard Butler,18000,Dennis Quaid,2000,Judy Greer,2000,23122
CS1622,Justin Chadwick,56,Terry Pheto,113,Fana Mokoena,98,Tony Kgoroge,38,301
CS1623,Warren Beatty,631,Paul Sorvino,635,Warren Beatty,631,M. Emmet Walsh,521,2291
CS1624,Rob Reiner,0,Tom Cruise,10000,Demi Moore,2000,Kevin Pollak,574,14619
CS1625,Andrzej Bartkowiak,43,Michael Jai White,2000,Bill Duke,1000,Bruce McGill,655,5942
CS1626,Raja Gosnell,67,Nia Long,826,Cedric the Entertainer,436,Tichina Arnold,330,1790
CS1627,Jeremy Degruson,0,Kyle Hebert,324,Brianne Brozey,15,Joe Ochman,11,369
CS1628,Chris Gorak,21,Max Minghella,614,Veronika Vernadskaya,150,Dato Bakhtadze,48,843
CS1629,Scott Speer,35,Ryan Guzman,3000,Stephen Boss,594,Misha Gabriel Hamilton,433,4863
CS1630,David R. Ellis,160,Lin Shaye,852,Kenan Thompson,521,Rachel Blanchard,491,2604
CS1631,Joe Charbanic,10,Keanu Reeves,18000,Joseph Sikora,223,Chris Ellis,178,18688
CS1632,Jonathan Hensleigh,36,Laura Harring,669,Marco St. John,403,Eddie Jemison,336,2114
CS1633,Danny Cannon,41,Sean Pertwee,722,Kuno Becker,580,Stephen Dillane,577,2859
CS1634,Boaz Yakin,132,Jason Statham,26000,Reggie Lee,828,Robert John Burke,317,27759
CS1635,Mike Newell,179,Angelina Jolie Pitt,11000,Kurt Fuller,617,Jake Weber,551,13093
CS1636,Richard Marquand,37,Harrison Ford,11000,Ian McDiarmid,1000,Kenny Baker,504,13649
CS1637,Neil Marshall,197,Ryan Kruger,165,Jason Cope,107,Jeremy Crutchley,43,391
CS1638,Stephen Daldry,335,Kate Winslet,14000,David Kross,388,Susanne Lothar,50,14504
CS1639,David Wain,136,Justin Theroux,1000,Lauren Ambrose,945,Joe Lo Truglio,833,4151
CS1640,Jon Favreau,4000,Peter Dinklage,22000,Zooey Deschanel,11000,Will Ferrell,8000,43354
CS1641,Jon Turteltaub,226,Robert Duvall,3000,Kyra Sedgwick,941,David Gallagher,796,5975
CS1642,Brian Levant,32,James Coburn,773,Nichelle Nichols,664,M. Emmet Walsh,521,2916
CS1643,Richard Donner,503,Bill Murray,13000,Alfre Woodard,1000,Robert Mitchum,1000,18734
CS1644,Jared Hess,100,Ana de la Reguera,678,Moises Arias,635,Héctor Jiménez,327,1729
CS1645,Paul Feig,176,Matt Lucas,722,Wendi McLendon-Covey,655,Steve Bannos,460,3229
CS1646,Evan Goldberg,133,Channing Tatum,17000,James Franco,11000,Emma Watson,9000,38751
CS1647,Rupert Wainwright,9,Nia Long,826,Enrico Colantoni,724,Portia de Rossi,573,3004
CS1648,George Tillman Jr.,88,Robert De Niro,22000,Charlize Theron,9000,Michael Rapaport,975,36069
CS1649,John Luessenhop,34,Paul Walker,23000,Hayden Christensen,4000,Jay Hernandez,1000,31529
CS1650,Justin Zackham,16,Robin Williams,49000,Robert De Niro,22000,Topher Grace,2000,74181
CS1651,John Whitesell,14,Brandon T. Jackson,918,Tony Curran,845,Portia Doubleday,534,3500
CS1652,Duncan Jones,0,Jake Gyllenhaal,15000,Cas Anvar,491,Russell Peters,355,16034
CS1653,Frank Marshall,155,Illeana Douglas,344,Danny Nucci,242,Michael DeLorenzo,240,2054
CS1654,Joel Schumacher,541,Logan Lerman,8000,Virginia Madsen,912,Ed Lauter,897,10938
CS1655,Jean-Pierre Jeunet,0,Callum Rennie,716,Julian Richings,648,Judy Davis,223,1843
CS1656,Steven Spielberg,14000,Christopher Lee,16000,John Belushi,1000,Treat Williams,642,20201
CS1657,John Gatins,61,Ken Howard,649,Freddy Rodríguez,579,Holmes Osborne,83,1400
CS1658,David Cronenberg,0,Viggo Mortensen,10000,Kyle Schmid,917,William Hurt,882,12754
CS1659,Louis Leterrier,255,Jason Statham,26000,Jason Flemyng,1000,Matthew Modine,810,29050
CS1660,Sam Raimi,0,Leonardo DiCaprio,29000,Pat Hingle,165,Roberts Blossom,159,29743
CS1661,Peter Howitt,29,Frances Fisher,638,Mike Doyle,160,Nora Dunn,142,961
CS1662,Martin Scorsese,17000,Nicolas Cage,12000,Marc Anthony,368,Sonja Sohn,245,13040
CS1663,Miguel Sapochnik,238,Alice Braga,1000,RZA,561,Yvette Nicole Brown,447,2925
CS1664,Hyung-rae Shim,26,Robert Forster,889,Aimee Garcia,618,Chris Mulkey,535,3274
CS1665,Norman Jewison,278,Haley Joel Osment,3000,Nancy Travis,359,Andrea Martin,179,3864
CS1666,Don Scardino,35,Steve Buscemi,12000,Olivia Wilde,10000,Steve Carell,7000,32094
CS1667,Mark Dindal,10,George Kennedy,3000,Frank Welker,2000,Hal Holbrook,826,7394
CS1668,Tim Robbins,0,Bill Murray,13000,Vanessa Redgrave,898,Emily Watson,876,16878
CS1669,Steven Soderbergh,0,Tony Curran,845,Beau Bridges,552,Leland Orser,308,2355
CS1670,Tom Reeve,0,Joan Plowright,330,Rollo Weeks,239,Simon Callow,239,1073
CS1671,Francis Ford Coppola,0,Harrison Ford,11000,Marlon Brando,10000,Robert Duvall,3000,25313
CS1672,Nanette Burstein,8,Rob Riggle,839,Kelli Garner,730,Jim Gaffigan,472,2961
CS1673,Stephen Herek,65,Alicia Witt,975,Olympia Dukakis,345,Jean Louisa Kelly,320,2223
CS1674,Ariel Vromen,34,Gary Oldman,10000,Jordi Mollà,877,Doug Cockle,24,10910
CS1675,Sydney Pollack,521,Meryl Streep,11000,Michael Gough,920,Michael Kitchen,184,12518
CS1676,Robert Zemeckis,0,Denzel Washington,18000,Bruce Greenwood,984,Nadine Velazquez,874,20952
CS1677,Lewis Gilbert,43,Desmond Llewelyn,244,Lois Chiles,202,Lois Maxwell,177,1008
CS1678,Wes Anderson,0,Bill Murray,13000,Tom Wilkinson,1000,F. Murray Abraham,670,15082
CS1679,Scott Hicks,96,Anthony Hopkins,12000,Mika Boorem,495,Hope Davis,442,13811
CS1680,Frank Marshall,155,Julian Sands,687,Peter Jason,151,Brian McNamara,125,1440
CS1681,Gregory Hoblit,40,Dennis Quaid,2000,Andre Braugher,702,Noah Emmerich,617,4045
CS1682,Paul Feig,176,Ed Begley Jr.,783,Kate McKinnon,370,Zach Woods,322,2097
CS1683,John Francis Daley,0,Chris Hemsworth,26000,Norman Reedus,12000,Beverly D'Angelo,816,40312
CS1684,Barry Sonnenfeld,188,Delroy Lindo,848,Rene Russo,808,Jon Gries,482,3439
CS1685,Rob Marshall,252,Colm Feore,539,Chita Rivera,151,Jayne Eastwood,90,813
CS1686,Dennis Dugan,221,Steve Buscemi,12000,Adam Sandler,11000,Joey Lauren Adams,781,26760
CS1687,J.B. Rogers,6,Alyson Hannigan,3000,Shannon Elizabeth,1000,Natasha Lyonne,1000,7872
CS1688,John Lasseter,487,Tom Hanks,15000,John Ratzenberger,1000,Jim Varney,802,19046
CS1689,Jan de Bont,101,Keanu Reeves,18000,Alan Ruck,946,Joe Morton,780,20966
CS1690,Michael Sucsy,23,Channing Tatum,17000,Lucas Bryant,359,Dillon Casey,281,18322
CS1691,Tom Vaughan,12,Harrison Ford,11000,Brendan Fraser,3000,Alan Ruck,946,17560
CS1692,Boaz Yakin,132,Ryan Gosling,33000,Denzel Washington,18000,Ethan Suplee,1000,54877
CS1693,John McTiernan,323,Scott Glenn,826,Jeffrey Jones,692,Courtney B. Vance,495,2575
CS1694,Lee Daniels,304,Alex Pettyfer,15000,David Oyelowo,1000,Vanessa Redgrave,898,20035
CS1695,Rawson Marshall Thurber,43,Gary Cole,989,Stephen Root,939,Joel David Moore,936,4730
CS1696,Barry Sonnenfeld,188,Anjelica Huston,1000,Raul Julia,1000,Carel Struycken,436,3696
CS1697,Steve Oedekerk,176,Bruce Spence,531,Bob Gunton,461,Sophie Okonedo,460,2203
CS1698,Garry Marshall,0,Anne Hathaway,11000,Hector Elizondo,995,Heather Matarazzo,529,13645
CS1699,Hugh Wilson,37,Stockard Channing,944,Elizabeth Berkley,893,Stephen Collins,452,3143
CS1700,David Fincher,21000,Morgan Freeman,11000,Brad Pitt,11000,Reg E. Cathey,360,22678
CS1701,Neill Blomkamp,662,Sharlto Copley,2000,Jed Brophy,433,Jason Cope,107,2639
CS1702,Stephen Hillenburg,47,Scarlett Johansson,19000,Bill Fagerbakke,542,Rodger Bumpass,217,20097
CS1703,Clint Eastwood,16000,John Doman,616,Spencer Treat Clark,541,Tom Guiry,262,1942
CS1704,Clint Eastwood,16000,Clint Eastwood,16000,Morgan Freeman,11000,Mike Colter,567,28830
CS1705,Harold Ramis,11000,Robert De Niro,22000,Chazz Palminteri,979,Molly Shannon,636,24333
CS1706,Nick Cassavetes,415,Ryan Gosling,33000,Kevin Connolly,638,Gena Rowlands,545,34495
CS1707,Anne Fletcher,98,Judy Greer,2000,Bern Cohen,805,Yetta Gottesman,71,2978
CS1708,Peter Chelsom,23,Emily Osment,1000,Vanessa Williams,1000,Moises Arias,635,4516
CS1709,Stig Bergqvist,0,Elizabeth Daily,971,Casey Kasem,844,Debbie Reynolds,786,4527
CS1710,Barbra Streisand,0,George Carlin,769,Blythe Danner,713,Melinda Dillon,252,1936
CS1711,Edward Zwick,380,Anthony Hopkins,12000,Brad Pitt,11000,Julia Ormond,918,26388
CS1712,Jason Reitman,655,J.K. Simmons,24000,Anna Kendrick,10000,Chris Lowell,940,35209
CS1713,Alexander Payne,729,Hope Davis,442,June Squibb,344,Howard Hesseman,322,1556
CS1714,Jonathan Levine,129,Cory Hardrict,303,Vincent Leclerc,18,Daniel Rindress-Kay,7,337
CS1715,Rian Johnson,0,Joseph Gordon-Levitt,23000,Bruce Willis,13000,Tracie Thoms,502,37387
CS1716,Chris Weitz,129,Chazz Palminteri,979,Mark Addy,891,Wanda Sykes,560,2911
CS1717,Chris Noonan,108,Miriam Margolyes,405,Christine Cavanaugh,368,Roscoe Lee Browne,204,1185
CS1718,David Frankel,64,Meryl Streep,11000,Steve Carell,7000,Jean Smart,329,19420
CS1719,Nicholas Stoller,89,Mila Kunis,15000,Jack McBrayer,975,Maria Thayer,344,16758
CS1720,,,Zach Gilford,971,Aimee Teegarden,741,Scott Porter,690,3418
CS1721,John Singleton,309,Josh Charles,1000,Tony Nappo,654,Fionnula Flanagan,482,2740
CS1722,Michael McCullers,5,Tina Fey,2000,Amy Poehler,1000,Romany Malco,966,6930
CS1723,Forest Whitaker,0,Bill Cobbs,970,Harry Connick Jr.,631,Gena Rowlands,545,2860
CS1724,Gary Winick,56,Anne Hathaway,11000,Steve Howey,826,Candice Bergen,545,13794
CS1725,Steven Brill,65,Antony Starr,506,Scott Adsit,316,Bonnie Somerville,246,1266
CS1726,Gary Winick,56,Jennifer Garner,3000,Judy Greer,2000,Christa B. Allen,533,6742
CS1727,Woody Allen,11000,Kurt Fuller,617,Audrey Fleurot,204,Nina Arianda,183,1289
CS1728,Peter Lepeniotis,7,Liam Neeson,14000,Brendan Fraser,3000,Sarah Gadon,691,18795
CS1729,Ted Demme,47,Johnny Depp,40000,Ethan Suplee,1000,Jordi Mollà,877,43453
CS1730,Luis Mandoki,43,Robin Wright,18000,John Savage,652,Raphael Sbarge,362,19815
CS1731,William Shatner,0,Leonard Nimoy,12000,Nichelle Nichols,664,Walter Koenig,643,14710
CS1732,John Schultz,13,Brenda Song,1000,Robert Forster,889,Anne Meara,837,3679
CS1733,Peter Segal,88,George Kennedy,3000,Fred Ward,459,Priscilla Presley,348,4767
CS1734,John Glen,46,Patrick Macnee,1000,Alison Doody,439,Tanya Roberts,433,2943
CS1735,Steve Box,9,Mark Gatiss,567,Geraldine McEwan,269,Peter Sallis,100,1145
CS1736,Richard LaGravenese,98,Gerard Butler,18000,Harry Connick Jr.,631,Nellie McKay,37,18726
CS1737,Frederik Du Chau,7,Bruce Greenwood,984,Frankie Muniz,934,M. Emmet Walsh,521,2910
CS1738,Joe Wright,456,Benedict Cumberbatch,19000,Alfie Allen,1000,Brenda Blethyn,286,20499
CS1739,Gary Winick,56,Vanessa Redgrave,898,Marcia DeBonis,60,Luisa Ranieri,22,1026
CS1740,Ridley Scott,0,Stephen Root,939,Ken Takakura,255,Kate Capshaw,237,1748
CS1741,Bobby Farrelly,101,Kate Upton,971,Larry David,860,Sean Hayes,760,6137
CS1742,Tim Burton,13000,Johnny Depp,40000,Christopher Lee,16000,Joanna Lumley,973,60683
CS1743,James Gartner,0,Mehcad Brooks,696,Austin Nichols,663,Derek Luke,543,2577
CS1744,Denis Villeneuve,777,Edgar Arreola,455,Bernardo Saracino,221,Daniel Kaluuya,219,1467
CS1745,Antoine Fuqua,845,Jake Gyllenhaal,15000,50 Cent,1000,Oona Laurence,424,16881
CS1746,Sam Raimi,0,Bojana Novakovic,2000,Alison Lohman,1000,Reggie Lee,828,5642
CS1747,Lee Toland Krieger,43,Harrison Ford,11000,Michiel Huisman,2000,Ellen Burstyn,1000,15327
CS1748,Tim McCanlies,23,Haley Joel Osment,3000,Robert Duvall,3000,Emmanuelle Vaugier,1000,9638
CS1749,Jon M. Chu,209,Alyson Stoner,2000,Stephen Boss,594,Facundo Lombard,357,4059
CS1750,John Stockwell,134,Faizon Love,585,Mika Boorem,495,Sanoe Lake,64,1165
CS1751,Marc Forster,395,Will Ferrell,8000,Christian Stolte,189,Danny Rhodes,77,8362
CS1752,David Slade,171,Danny Huston,430,Mark Rendall,72,Megan Franich,63,814
CS1753,Drew Goddard,246,Chris Hemsworth,26000,Bradley Whitford,821,Kristen Connolly,751,29551
CS1754,Jason Friedberg,82,Carmen Electra,869,Diedrich Bader,759,Method Man,362,3854
CS1755,Martin Brest,102,Robert De Niro,22000,Yaphet Kotto,581,Philip Baker Hall,497,23866
CS1756,Paul Michael Glaser,343,Yaphet Kotto,581,Maria Conchita Alonso,571,Richard Dawson,384,2373
CS1757,Frank Oz,0,Bill Murray,13000,Jim Belushi,854,Tisha Campbell-Martin,413,15308
CS1758,Joe Wright,456,Jessica Barden,157,Vicky Krieps,33,John Macmillan,21,257
CS1759,,,Zach Gilford,971,Joan Allen,805,Liam James,468,3295
CS1760,John R. Leonetti,40,Brian Thompson,663,Talisa Soto,349,Robin Shou,342,2266
CS1761,Tom Hanks,15000,Tom Hanks,15000,Rob Riggle,839,Randall Park,392,16827
CS1762,Kimberly Peirce,108,Chloë Grace Moretz,17000,Judy Greer,2000,Portia Doubleday,534,20051
CS1763,Liz Friedlander,3,Alfre Woodard,1000,Yaya DaCosta,712,Jasika Nicole,439,3797
CS1764,,,Debi Mazar,680,Kevin Connolly,638,Kevin Dillon,576,2867
CS1765,Phil Joanou,21,Dwayne Johnson,12000,Jurnee Smollett-Bell,2000,Kevin Dunn,581,15811
CS1766,Sam Weisman,39,Bernie Mac,1000,Larry Miller,611,Richard Schiff,506,3664
CS1767,Shane Acker,30,Martin Landau,940,Alan Oppenheimer,271,Tom Kane,265,1594
CS1768,Steven Soderbergh,0,Channing Tatum,17000,David Costabile,681,Katie Lowes,273,18469
CS1769,Martha Coolidge,57,Devin Ratray,1000,Miranda Richardson,530,Luke Mably,438,3239
CS1770,Stephen J. Anderson,15,Craig Ferguson,759,Robert Lopez,73,Huell Howser,69,1002
CS1771,Troy Miller,14,Elden Henson,577,Mimi Rogers,291,Cheri Oteri,244,1653
CS1772,Warren Beatty,631,Warren Beatty,631,Kirk Baltz,199,Graham Beckel,95,1023
CS1773,Tate Taylor,150,Tika Sumpter,521,Josh Hopkins,491,Aunjanue Ellis,400,2060
CS1774,Carl Franklin,73,Meryl Streep,11000,William Hurt,882,Tom Everett Scott,433,12785
CS1775,Brett Leonard,32,Denzel Washington,18000,Costas Mandylor,723,Traci Lords,650,20772
CS1776,Ivan Reitman,425,Rainn Wilson,973,Eddie Izzard,776,Wanda Sykes,560,2737
CS1777,Scott Derrickson,301,Olivia Munn,2000,Dorian Missick,1000,Edgar Ramírez,897,5697
CS1778,Alister Grierson,24,Ioan Gruffudd,2000,Rhys Wakefield,942,Richard Roxburgh,653,3892
CS1779,Nick Hurran,34,Holly Hunter,1000,Kevin Sussman,681,Dave Annable,642,4369
CS1780,Nicholas Stoller,89,Alison Brie,2000,Jacki Weaver,401,David Paymer,372,3479
CS1781,Charles Stone III,30,Bernie Mac,1000,Chris Noth,962,Paul Sorvino,635,4462
CS1782,Paul Haggis,549,Olivia Wilde,10000,Daniel Stern,796,Aisha Hinds,343,11799
CS1783,Kurt Wimmer,110,Milla Jovovich,14000,Cameron Bright,829,Nick Chinlund,277,15271
CS1784,Jean-François Richet,25,Brian Dennehy,954,Drea de Matteo,739,Hugh Dillon,431,3148
CS1785,Antoine Fuqua,845,Mira Sorvino,978,Clifton Collins Jr.,968,Patrick Kilpatrick,488,3072
CS1786,Kevin Hooks,114,Salma Hayek,4000,Stephen Baldwin,561,Will Patton,537,6152
CS1787,Ellory Elkayem,11,Scarlett Johansson,19000,Doug E. Doug,953,Riley Smith,762,22554
CS1788,Edward Zwick,380,Jake Gyllenhaal,15000,Anne Hathaway,11000,Judy Greer,2000,31278
CS1789,Jon Avnet,50,Al Pacino,14000,Alicia Witt,975,Deborah Kara Unger,494,16722
CS1790,Niki Caro,51,Jeremy Renner,10000,Charlize Theron,9000,Sissy Spacek,874,20563
CS1791,Howard Deutch,41,Bruce Willis,13000,Matthew Perry,2000,Natasha Henstridge,900,18085
CS1792,Vincenzo Natali,165,Sarah Polley,900,David Hewlett,686,Delphine Chanéac,559,2222
CS1793,Willard Huyck,8,Lea Thompson,1000,Jeffrey Jones,692,Jordan Prentice,322,3000
CS1794,Gavin O'Connor,149,Jennifer Ehle,1000,Rick Gonzalez,807,Frank Grillo,798,5101
CS1795,Bruce Hunt,2,Eddie Cibrian,849,Cole Hauser,787,Marcel Iures,258,2178
CS1796,Rob Reiner,0,David Paymer,372,Lobo Sebastian,206,Robert Costanzo,130,977
CS1797,Paul McGuigan,118,Jessica Paré,489,Christopher Cousins,93,Mark Camacho,40,679
CS1798,Craig Gillespie,44,Grace Phipps,596,Reid Ewing,343,Sandra Vergara,133,1393
CS1799,Terrence Malick,0,Christian Bale,23000,Michael Greyeyes,909,Wes Studi,855,27829
CS1800,Chris Roberts,38,Saffron Burrows,811,David Suchet,586,Jürgen Prochnow,362,2497
CS1801,Neil Jordan,277,Robert Downey Jr.,21000,Aidan Quinn,767,Paul Guilfoyle,210,22006
CS1802,James Wong,70,Ian Whyte,473,Texas Battle,315,Randall Duk Kim,99,1100
CS1803,Jee-woon Kim,419,Zach Gilford,971,James Burnett,236,Christiana Leucas,165,1643
CS1804,Nick Hamm,6,Robert De Niro,22000,Cameron Bright,829,Munro Chambers,353,23352
CS1805,Andy Cadiff,3,Annabella Sciorra,448,Stark Sands,143,Terence Maynard,120,842
CS1806,Mike Disa,6,Amy Poehler,1000,Phil LaMarr,857,Cheech Marin,843,5393
CS1807,Lasse Hallström,529,Morgan Freeman,11000,Camryn Manheim,329,Lynda Boyd,83,11519
CS1808,Terry Gilliam,0,Andrew Garfield,10000,Lily Cole,785,Verne Troyer,645,11769
CS1809,Richard J. Lewis,12,Mark Addy,891,Atom Egoyan,460,Paul Gross,329,1873
