cast_set_num,movie_title,actor_1_name,actor_2_name,actor_3_name,facenumber_in_poster
CS1777,Deliver Us from Evil ,Olivia Munn,Dorian Missick,Edgar Ramírez,0
CS1778,Sanctum ,Ioan Gruffudd,Rhys Wakefield,Richard Roxburgh,0
CS1779,Little Black Book ,Holly Hunter,Kevin Sussman,Dave Annable,1
CS1780,The Five-Year Engagement ,Alison Brie,Jacki Weaver,David Paymer,2
CS1781,Mr 3000 ,Bernie Mac,Chris Noth,Paul Sorvino,1
CS1782,The Next Three Days ,Olivia Wilde,Daniel Stern,Aisha Hinds,0
CS1783,Ultraviolet ,Milla Jovovich,Cameron Bright,Nick Chinlund,1
CS1784,Assault on Precinct 13 ,Brian Dennehy,Drea de Matteo,Hugh Dillon,1
CS1785,The Replacement Killers ,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick,2
CS1786,Fled ,Salma Hayek,Stephen Baldwin,Will Patton,1
CS1787,Eight Legged Freaks ,Scarlett Johansson,Doug E. Doug,Riley Smith,1
CS1788,Love & Other Drugs ,Jake Gyllenhaal,Anne Hathaway,Judy Greer,0
CS1789,88 Minutes ,Al Pacino,Alicia Witt,Deborah Kara Unger,1
CS1790,North Country ,Jeremy Renner,Charlize Theron,Sissy Spacek,4
CS1791,The Whole Ten Yards ,Bruce Willis,Matthew Perry,Natasha Henstridge,5
CS1792,Splice ,Sarah Polley,David Hewlett,Delphine Chanéac,0
CS1793,Howard the Duck ,Lea Thompson,Jeffrey Jones,Jordan Prentice,1
CS1794,Pride and Glory ,Jennifer Ehle,Rick Gonzalez,Frank Grillo,0
CS1795,The Cave ,Eddie Cibrian,Cole Hauser,Marcel Iures,0
CS1796,Alex & Emma ,David Paymer,Lobo Sebastian,Robert Costanzo,2
CS1797,Wicker Park ,Jessica Paré,Christopher Cousins,Mark Camacho,0
CS1798,Fright Night ,Grace Phipps,Reid Ewing,Sandra Vergara,1
CS1799,The New World ,Christian Bale,Michael Greyeyes,Wes Studi,0
CS1800,Wing Commander ,Saffron Burrows,David Suchet,Jürgen Prochnow,3
CS1801,In Dreams ,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,0
CS1802,Dragonball: Evolution ,Ian Whyte,Texas Battle,Randall Duk Kim,0
CS1803,The Last Stand ,Zach Gilford,James Burnett,Christiana Leucas,2
CS1804,Godsend ,Robert De Niro,Cameron Bright,Munro Chambers,1
CS1805,Chasing Liberty ,Annabella Sciorra,Stark Sands,Terence Maynard,0
CS1806,Hoodwinked Too! Hood vs. Evil ,Amy Poehler,Phil LaMarr,Cheech Marin,0
CS1807,An Unfinished Life ,Morgan Freeman,Camryn Manheim,Lynda Boyd,3
CS1808,The Imaginarium of Doctor Parnassus ,Andrew Garfield,Lily Cole,Verne Troyer,1
CS1809,Barney's Version ,Mark Addy,Atom Egoyan,Paul Gross,2
CS1810,Trapped             ,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,0
CS1811,Runner Runner ,Justin Timberlake,John Heard,David Costabile,3
CS1812,Antitrust ,Tyler Labine,Richard Roundtree,Ned Bellamy,2
CS1813,Glory ,Denzel Washington,Morgan Freeman,Matthew Broderick,3
CS1814,Once Upon a Time in America ,Robert De Niro,Burt Young,Treat Williams,8
CS1815,Dead Man Down ,Dominic Cooper,Isabelle Huppert,James Biberi,2
CS1816,The Merchant of Venice ,Al Pacino,Mackenzie Crook,Kris Marshall,3
CS1817,The Good Thief ,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,0
CS1818,Supercross ,Channing Tatum,Mike Vogel,Steve Howey,1
CS1819,Miss Potter ,Emily Watson,Bill Paterson,Lucy Boynton,1
CS1820,The Promise ,Dong-gun Jang,Toby Leonard Moore,Nicholas Tse,0
CS1821,DOA: Dead or Alive ,Steve Howey,Holly Valance,Sarah Carter,4
CS1822,The Assassination of Jesse James by the Coward Robert Ford ,Brad Pitt,Jeremy Renner,Sam Shepard,0
CS1823,1911 ,Bingbing Li,Joan Chen,Jaycee Chan,0
CS1824,Little Nicholas ,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,7
CS1825,Wild Card ,Jason Statham,Michael Angarano,Jason Alexander,0
CS1826,Machine Gun Preacher ,Gerard Butler,Madeline Carroll,Kathy Baker,1
CS1827,Animals United ,Jim Broadbent,Vanessa Redgrave,James Corden,0
CS1828,The Color of Freedom ,Terry Pheto,Patrick Lyster,Tyrone Keogh,1
CS1829,United Passions ,Fisher Stevens,Thomas Kretschmann,Jemima West,4
CS1830,Grace of Monaco ,Paz Vega,Frank Langella,Derek Jacobi,3
CS1831,A Warrior's Tail ,Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash,1
CS1832,Ripley's Game ,Ray Winstone,Dougray Scott,Chiara Caselli,0
CS1833,Sausage Party ,James Franco,Salma Hayek,Anders Holm,0
CS1834,Pitch Perfect 2 ,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,8
CS1835,Walk the Line ,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,0
CS1836,12 Monkeys             ,Amanda Schull,Kirk Acevedo,Tom Noonan,0
CS1837,Keeping the Faith ,Lisa Edelstein,Milos Forman,Anne Bancroft,3
CS1838,The Borrowers ,Jim Broadbent,Bradley Pierce,Mark Williams,0
CS1839,Frost/Nixon ,Toby Jones,Clint Howard,Oliver Platt,1
CS1840,Confessions of a Dangerous Mind ,Dick Clark,David Julian Hirsh,Jennifer Hall,0
CS1841,Serving Sara ,Matthew Perry,Jerry Stiller,Vincent Pastore,2
CS1842,The Boss ,Peter Dinklage,Tyler Labine,Ben Falcone,1
CS1843,Cry Freedom ,Denzel Washington,Kevin McNally,Penelope Wilton,0
CS1844,Mumford ,Zooey Deschanel,Alfre Woodard,Mary McDonnell,4
CS1845,Seed of Chucky ,Jason Flemyng,Billy Boyd,Hannah Spearritt,0
CS1846,The Jacket ,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,0
CS1847,Aladdin ,Robin Williams,Frank Welker,Scott Weinger,0
CS1848,Straight Outta Compton ,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor,0
CS1849,Indiana Jones and the Temple of Doom ,Harrison Ford,Amrish Puri,Kate Capshaw,2
CS1850,The Rugrats Movie ,Elizabeth Daily,Cree Summer,Christine Cavanaugh,0
CS1851,Along Came a Spider ,Morgan Freeman,Billy Burke,Monica Potter,0
CS1852,Florence Foster Jenkins ,Meryl Streep,Nina Arianda,John Sessions,3
CS1853,Once Upon a Time in Mexico ,Johnny Depp,Salma Hayek,Enrique Iglesias,1
CS1854,Die Hard ,Alan Rickman,Bruce Willis,Reginald VelJohnson,0
CS1855,Role Models ,Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson,1
CS1856,The Big Short ,Ryan Gosling,Christian Bale,Charlie Talbert,4
CS1857,Taking Woodstock ,Imelda Staunton,Kevin Chamberlin,Demetri Martin,12
CS1858,Miracle ,Eddie Cahill,Noah Emmerich,Kenneth Mitchell,0
CS1859,Dawn of the Dead ,Ty Burrell,Kevin Zegers,Mekhi Phifer,0
CS1860,The Wedding Planner ,Matthew McConaughey,Judy Greer,Alex Rocco,2
CS1861,Harlock: Space Pirate ,Shun Oguri,Yû Aoi,Haruma Miura,0
CS1862,The Royal Tenenbaums ,Bill Murray,Anjelica Huston,Seymour Cassel,1
CS1863,Identity ,Clea DuVall,Rebecca De Mornay,Jake Busey,0
CS1864,Last Vegas ,Robert De Niro,Morgan Freeman,Romany Malco,2
CS1865,For Your Eyes Only ,Julian Glover,Topol,Desmond Llewelyn,1
CS1866,Serendipity ,Lilli Lavine,David Sparrow,Ann Talman,0
CS1867,Timecop ,Mia Sara,Bruce McGill,Gloria Reuben,1
CS1868,Zoolander ,Milla Jovovich,Alexander Skarsgård,Will Ferrell,0
CS1869,Safe Haven ,David Lyons,Noah Lomax,Mimi Kirkland,0
CS1870,Hocus Pocus ,Vinessa Shaw,Omri Katz,Larry Bagby,0
CS1871,No Reservations ,Zoë Kravitz,Lily Rabe,Bob Balaban,2
CS1872,Kick-Ass ,Elizabeth McGovern,Deborah Twiss,Michael Rispoli,1
CS1873,30 Minutes or Less ,Bianca Kajlich,Dilshad Vadsaria,Fred Ward,3
CS1874,Dracula 2000 ,Gerard Butler,Danny Masterson,Jeri Ryan,0
CS1875,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",Bella Thorne,Steve Carell,Jennifer Garner,6
CS1876,Pride & Prejudice ,Talulah Riley,Brenda Blethyn,Simon Woods,2
CS1877,Blade Runner ,Harrison Ford,Sean Young,M. Emmet Walsh,2
CS1878,Rob Roy ,Liam Neeson,Jason Flemyng,Eric Stoltz,1
CS1879,3 Days to Kill ,Connie Nielsen,Richard Sammel,Tómas Lemarquis,0
CS1880,We Own the Night ,Robert Duvall,Oleg Taktarov,Antoni Corone,4
CS1881,Lost Souls ,Philip Baker Hall,Bob Clendenin,Ben Chaplin,2
CS1882,Winged Migration ,Jacques Perrin,Philippe Labro,,0
CS1883,Just My Luck ,Samaire Armstrong,Carlos Ponce,Faizon Love,3
CS1884,"Mystery, Alaska ",Scott Grimes,Mary McCormack,Ron Eldard,0
CS1885,The Spy Next Door ,Madeline Carroll,Amber Valletta,George Lopez,4
CS1886,A Simple Wish ,Mara Wilson,Francis Capra,Kathleen Turner,3
CS1887,Ghosts of Mars ,Jason Statham,Clea DuVall,Natasha Henstridge,5
CS1888,Our Brand Is Crisis ,Dominic Flores,Zoe Kazan,Scoot McNairy,2
CS1889,Pride and Prejudice and Zombies ,Matt Smith,Bella Heathcote,Sam Riley,0
CS1890,Kundun ,Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo,0
CS1891,How to Lose Friends & Alienate People ,James Corden,Katherine Parkinson,Fenella Woolgar,4
CS1892,Kick-Ass 2 ,Chloë Grace Moretz,Donald Faison,Augustus Prew,0
CS1893,Captain Alatriste: The Spanish Musketeer ,Viggo Mortensen,Elena Anaya,Eduardo Noriega,1
CS1894,Brick Mansions ,Paul Walker,Robert Maillet,RZA,2
CS1895,Octopussy ,Louis Jourdan,Kabir Bedi,Steven Berkoff,0
CS1896,Knocked Up ,Harold Ramis,Martin Starr,Charlyne Yi,2
CS1897,My Sister's Keeper ,Jason Patric,Sofia Vassilieva,Jeffrey Markle,2
CS1898,"Welcome Home, Roscoe Jenkins ",Mo'Nique,Mike Epps,Cedric the Entertainer,3
CS1899,A Passage to India ,Richard Wilson,Judy Davis,Art Malik,0
CS1900,Notes on a Scandal ,Phil Davis,Andrew Simpson,Shaun Parkes,0
CS1901,Rendition ,J.K. Simmons,Jake Gyllenhaal,Meryl Streep,2
CS1902,Limitless             ,Colin Salmon,Mary Elizabeth Mastrantonio,Jake McDorman,2
CS1903,Star Trek VI: The Undiscovered Country ,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols,0
CS1904,Divine Secrets of the Ya-Ya Sisterhood ,Ellen Burstyn,Fionnula Flanagan,Matthew Settle,4
CS1905,The Jungle Book ,Scarlett Johansson,Bill Murray,Garry Shandling,0
CS1906,Kiss the Girls ,Morgan Freeman,Tony Goldwyn,Tatyana Ali,1
CS1907,The Blues Brothers ,John Belushi,Aretha Franklin,Ray Charles,1
CS1908,The Sisterhood of the Traveling Pants 2 ,America Ferrera,Blythe Danner,Michael Rady,4
CS1909,Joyful Noise ,Dolly Parton,Jeremy Jordan,Jesse L. Martin,4
CS1910,About a Boy ,Sharon Small,Christopher Webster,Peter McNicholl,0
CS1911,Lake Placid ,Oliver Platt,Bridget Fonda,Ty Olsson,0
CS1912,Lucky Number Slevin ,Bruce Willis,Morgan Freeman,Dorian Missick,3
CS1913,The Right Stuff ,Dennis Quaid,Scott Glenn,Sam Shepard,0
CS1914,Anonymous ,Vanessa Redgrave,Joely Richardson,Rafe Spall,3
CS1915,The NeverEnding Story ,Gerald McRaney,Barret Oliver,Alan Oppenheimer,1
CS1916,Dark City ,Rufus Sewell,William Hurt,Bruce Spence,1
CS1917,The Duchess ,Dominic Cooper,Hayley Atwell,Charlotte Rampling,3
CS1918,The Honeymooners             ,Jackie Gleason,Art Carney,Joyce Randolph,4
CS1919,Return to Oz ,Piper Laurie,Jean Marsh,Tim Rose,0
CS1920,The Newton Boys ,Matthew McConaughey,Lew Temple,Dwight Yoakam,4
CS1921,Case 39 ,Bradley Cooper,Callum Rennie,Vanesa Tomasino,1
CS1922,Suspect Zero ,Harry Lennix,Kevin Chamberlin,William Mapother,0
CS1923,Martian Child ,Oliver Platt,Richard Schiff,Sophie Okonedo,0
CS1924,Spy Kids: All the Time in the World in 4D ,Alexa PenaVega,Joel McHale,Daryl Sabara,5
CS1925,Money Monster ,Julia Roberts,Jack O'Connell,Chris Bauer,1
CS1926,Formula 51 ,Meat Loaf,Junix Inocian,Paul Barber,2
CS1927,Flawless ,Robert De Niro,Philip Seymour Hoffman,Chris Bauer,1
CS1928,Mindhunters ,LL Cool J,Clifton Collins Jr.,Eion Bailey,0
CS1929,What Just Happened ,Robert De Niro,Robin Wright,Kristen Stewart,1
CS1930,The Statement ,Charlotte Rampling,Colin Salmon,John Neville,4
CS1931,The Magic Flute ,Kim-Marie Woodhouse,Amy Carson,Joseph Kaiser,1
CS1932,Paul Blart: Mall Cop ,Erick Avari,Adhir Kalyan,Allen Covert,1
CS1933,Freaky Friday ,Jamie Lee Curtis,Julie Gonzalo,Willie Garson,2
CS1934,The 40-Year-Old Virgin ,Steve Carell,Romany Malco,Gerry Bednob,1
CS1935,Shakespeare in Love ,Tom Wilkinson,Martin Clunes,Simon Callow,0
CS1936,A Walk Among the Tombstones ,Liam Neeson,Boyd Holbrook,David Harbour,0
CS1937,Kindergarten Cop ,Richard Tyson,Cathy Moriarty,Penelope Ann Miller,4
CS1938,Pineapple Express ,James Franco,Gary Cole,Rosie Perez,3
CS1939,Ever After: A Cinderella Story ,Anjelica Huston,Dougray Scott,Jeanne Moreau,1
CS1940,Open Range ,Robert Duvall,Michael Jeter,Julian Richings,0
CS1941,Flatliners ,Julia Roberts,Oliver Platt,Hope Davis,5
CS1942,It's Always Sunny in Philadelphia             ,Rob McElhenney,Kaitlin Olson,Glenn Howerton,5
CS1943,A Bridge Too Far ,Ryan O'Neal,Dirk Bogarde,Wolfgang Preiss,14
CS1944,Red Eye ,Robert Pine,Carl Gilliard,Suzie Plakson,0
CS1945,Final Destination 2 ,Sarah Carter,Michael Landes,Keegan Connor Tracy,0
CS1946,"O Brother, Where Art Thou? ",Holly Hunter,Tim Blake Nelson,Daniel von Bargen,3
CS1947,Legion ,Dennis Quaid,Kate Walsh,Charles S. Dutton,0
CS1948,Pain & Gain ,Dwayne Johnson,Larry Hankin,Michael Rispoli,4
CS1949,In Good Company ,Scarlett Johansson,Ty Burrell,Dennis Quaid,2
CS1950,Clockstoppers ,Michael Biehn,Paula Garcés,Jason George,0
CS1951,Silverado ,Scott Glenn,Todd Allen,Brad Leland,4
CS1952,Brothers ,Natalie Portman,Jake Gyllenhaal,Bailee Madison,0
CS1953,Agent Cody Banks 2: Destination London ,Daniel Roebuck,Frankie Muniz,David Kelly,4
CS1954,New Year's Eve ,Robert De Niro,Common,Seth Meyers,15
CS1955,Original Sin ,Angelina Jolie Pitt,Gregory Itzin,Jack Thompson,1
CS1956,The Raven ,Pam Ferris,Dave Legeno,Kevin McNally,1
CS1957,Welcome to Mooseport ,Rip Torn,Ray Romano,Maura Tierney,2
CS1958,Highlander: The Final Dimension ,Christopher Lambert,Mako,Mario Van Peebles,0
CS1959,Blood and Wine ,Harold Perrineau,Mike Starr,Judy Davis,3
CS1960,Snow White: A Tale of Terror ,David Conrad,Chris Bauer,Monica Keena,2
CS1961,The Curse of the Jade Scorpion ,Woody Allen,Elizabeth Berkley,Peter Gerety,0
CS1962,Accidental Love ,Jake Gyllenhaal,Kirstie Alley,Beverly D'Angelo,5
CS1963,Flipper ,Paul Hogan,Chelsea Field,Jessica Wesson,1
CS1964,Self/less ,Ryan Reynolds,Derek Luke,Sandra Ellis Lafferty,0
CS1965,The Constant Gardener ,Archie Panjabi,Danny Huston,Donald Sumpter,0
CS1966,The Passion of the Christ ,Christo Jivkov,Maia Morgenstern,Hristo Shopov,0
CS1967,Mrs. Doubtfire ,Robin Williams,Mara Wilson,Matthew Lawrence,5
CS1968,Rain Man ,Tom Cruise,Valeria Golino,Beth Grant,3
CS1969,Gran Torino ,Clint Eastwood,Dreama Walker,Ahney Her,0
CS1970,W. ,Toby Jones,Scott Glenn,Bruce McGill,1
CS1971,Taken ,Liam Neeson,Holly Valance,Xander Berkeley,0
CS1972,The Best of Me ,Luke Bracey,Gerald McRaney,Clarke Peters,0
CS1973,The Bodyguard ,Bill Cobbs,Mike Starr,DeVaughn Nixon,0
CS1974,Schindler's List ,Liam Neeson,Embeth Davidtz,Caroline Goodall,0
CS1975,The Help ,Emma Stone,Bryce Dallas Howard,Mike Vogel,2
CS1976,The Fifth Estate ,Benedict Cumberbatch,Peter Capaldi,Jamie Blackley,1
CS1977,Scooby-Doo 2: Monsters Unleashed ,Sarah Michelle Gellar,Linda Cardellini,Tim Blake Nelson,0
CS1978,Viy ,Jason Flemyng,Igor Jijikine,Agnia Ditkovskite,1
CS1979,Freddy vs. Jason ,Katharine Isabelle,Jason Ritter,Zack Ward,0
CS1980,The Face of an Angel ,Cara Delevingne,Ava Acres,Sara Stewart,2
CS1981,Jimmy Neutron: Boy Genius ,Martin Short,Rob Paulsen,Andrea Martin,0
CS1982,Cloverfield ,Mike Vogel,Ben Feldman,Liza Lapira,0
CS1983,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,Kevin Nash,Paige Turco,Ernie Reyes Jr.,0
CS1984,The Untouchables ,Robert De Niro,Billy Drago,Charles Martin Smith,1
CS1985,No Country for Old Men ,Kelly Macdonald,Stephen Root,Barry Corbin,0
CS1986,Ride Along ,Bruce McGill,Tika Sumpter,Bryan Callen,1
CS1987,Bridget Jones's Diary ,Colin Firth,Jim Broadbent,Shirley Henderson,3
CS1988,Chocolat ,Lena Olin,Leslie Caron,Hugh O'Conor,1
CS1989,"Legally Blonde 2: Red, White & Blonde ",Mary Lynn Rajskub,Bruce McGill,Bob Newhart,2
CS1990,Parental Guidance ,Bailee Madison,Gedde Watanabe,Tom Everett Scott,5
CS1991,No Strings Attached ,Natalie Portman,Greta Gerwig,Mindy Kaling,1
CS1992,Tombstone ,Michael Biehn,Dana Delany,Powers Boothe,0
CS1993,Romeo Must Die ,Jet Li,Delroy Lindo,Aaliyah,1
CS1994,The Omen ,Lee Remick,Patrick Troughton,Billie Whitelaw,2
CS1995,Final Destination 3 ,Chelan Simmons,Gina Holden,Crystal Lowe,0
CS1996,The Lucky One ,Blythe Danner,Riley Thomas Stewart,Jay R. Ferguson,0
CS1997,Bridge to Terabithia ,Josh Hutcherson,Zooey Deschanel,Bailee Madison,3
CS1998,Finding Neverland ,Johnny Depp,Kate Winslet,Kelly Macdonald,1
CS1999,A Madea Christmas ,Alicia Witt,Tika Sumpter,Larry the Cable Guy,0
CS2000,The Grey ,Liam Neeson,Frank Grillo,James Badge Dale,1
CS2001,Hide and Seek ,Robert De Niro,Dylan Baker,Robert John Burke,0
CS2002,Anchorman: The Legend of Ron Burgundy ,Darcy Donavan,Will Ferrell,Steve Carell,5
CS2003,Goodfellas ,Robert De Niro,Mike Starr,Paul Sorvino,3
CS2004,Agent Cody Banks ,Daniel Roebuck,Frankie Muniz,Chris Gauthier,3
CS2005,Nanny McPhee ,Colin Firth,Kelly Macdonald,Imelda Staunton,0
CS2006,Scarface ,Al Pacino,F. Murray Abraham,Mary Elizabeth Mastrantonio,0
CS2007,Nothing to Lose ,Kelly Preston,Michael McKean,Rebecca Gayheart,2
CS2008,The Last Emperor ,Cary-Hiroyuki Tagawa,Joan Chen,Victor Wong,0
CS2009,Contraband ,J.K. Simmons,David O'Hara,Lukas Haas,3
CS2010,Money Talks ,Heather Locklear,Paul Sorvino,Faizon Love,2
CS2011,There Will Be Blood ,Jim Meskimen,Paul F. Tompkins,Kevin Breznahan,0
CS2012,The Wild Thornberrys Movie ,Alfre Woodard,Flea,Cree Summer,0
CS2013,Rugrats Go Wild ,Elizabeth Daily,Cree Summer,Nancy Cartwright,0
CS2014,Undercover Brother ,Dave Chappelle,Eddie Griffin,Chi McBride,3
CS2015,The Sisterhood of the Traveling Pants ,Mike Vogel,America Ferrera,Kyle Schmid,0
CS2016,Kiss of the Dragon ,Jet Li,Bridget Fonda,Max Ryan,1
CS2017,The House Bunny ,Emma Stone,Katharine McPhee,Beverly D'Angelo,1
CS2018,Beauty Shop ,Alfre Woodard,Keshia Knight Pulliam,LisaRaye McCoy,1
CS2019,Million Dollar Arm ,Jon Hamm,Suraj Sharma,Gregory Alan Williams,0
CS2020,The Giver ,Jeff Bridges,Meryl Streep,Alexander Skarsgård,3
CS2021,What a Girl Wants ,Colin Firth,Oliver James,Kelly Preston,1
CS2022,Jeepers Creepers II ,Nicki Aycox,Jonathan Breck,Billy Aaron Brown,0
CS2023,Good Luck Chuck ,Dane Cook,Dan Fogler,Chelan Simmons,1
CS2024,Cradle 2 the Grave ,Jet Li,Tom Arnold,DMX,2
CS2025,The Hours ,Meryl Streep,Stephen Dillane,Miranda Richardson,3
CS2026,She's the Man ,Channing Tatum,Alexandra Breckenridge,Laura Ramsey,0
CS2027,Mr. Bean's Holiday ,Lily Atkinson,Emma de Caunes,Steve Pemberton,0
CS2028,Anacondas: The Hunt for the Blood Orchid ,Nicholas Gonzalez,Salli Richardson-Whitfield,Johnny Messner,0
CS2029,Blood Ties ,Mila Kunis,Lili Taylor,Billy Crudup,6
CS2030,August Rush ,Robin Williams,Aaron Staton,Marian Seldes,0
CS2031,Elizabeth ,Fanny Ardant,John Gielgud,Eric Cantona,1
CS2032,Bride of Chucky ,Alexis Arquette,Park Bench,Vince Corazza,0
CS2033,Tora! Tora! Tora! ,Joseph Cotten,Richard Anderson,James Whitmore,0
CS2034,Spice World ,Jason Flemyng,Richard Briers,Victoria Beckham,1
CS2035,The Sitter ,Ari Graynor,J.B. Smoove,Kylie Bunbury,3
CS2036,Dance Flick ,Damon Wayans Jr.,Essence Atkins,Chris Elliott,0
CS2037,The Shawshank Redemption ,Morgan Freeman,Jeffrey DeMunn,Bob Gunton,0
CS2038,Crocodile Dundee in Los Angeles ,Jere Burns,Paul Hogan,Linda Kozlowski,0
CS2039,Kingpin ,Bill Murray,Lin Shaye,Richard Tyson,2
CS2040,The Gambler ,George Kennedy,Cjon Saulsberry,Griffin Cleveland,1
CS2041,August: Osage County ,Benedict Cumberbatch,Meryl Streep,Julia Roberts,3
CS2042,Ice Princess ,Connie Ray,Trevor Blumas,Amy Stewart,2
CS2043,A Lot Like Love ,Aimee Garcia,Tyrone Giordano,James Read,3
CS2044,Eddie the Eagle ,Hugh Jackman,Taron Egerton,Tim McInnerny,3
CS2045,He Got Game ,Denzel Washington,Milla Jovovich,Rosario Dawson,0
CS2046,Don Juan DeMarco ,Johnny Depp,Marlon Brando,Faye Dunaway,3
CS2047,Shaun the Sheep             ,Justin Fletcher,John Sparkes,Kate Harbour,0
CS2048,Dear John ,Channing Tatum,Henry Thomas,Scott Porter,
CS2049,The Losers ,Chris Evans,Jason Patric,Óscar Jaenada,1
CS2050,Don't Be Afraid of the Dark ,Bailee Madison,Alan Dale,Jack Thompson,1
CS2051,War ,Jason Statham,Jet Li,Nadine Velazquez,0
CS2052,Punch-Drunk Love ,Adam Sandler,Emily Watson,Don McManus,0
CS2053,EuroTrip ,Matt Damon,Scott Mechlowicz,Jacob Pitts,5
CS2054,Half Past Dead ,Claudia Christian,Nia Peeples,Tony Plana,0
CS2055,Unaccompanied Minors ,Tyler James Williams,Rob Riggle,B.J. Novak,1
CS2056,"Bright Lights, Big City ",Dianne Wiest,Phoebe Cates,Swoosie Kurtz,0
CS2057,The Adventures of Pinocchio ,Martin Landau,Udo Kier,Bebe Neuwirth,2
CS2058,The Greatest Game Ever Played ,Stephen Dillane,Matthew Knight,Amanda Tilson,1
CS2059,The Box ,Frank Langella,Gillian Jacobs,Celia Weston,1
CS2060,The Ruins ,Laura Ramsey,Jonathan Tucker,Sergio Calderón,0
CS2061,The Next Best Thing ,Mark Valley,Rupert Everett,Illeana Douglas,1
CS2062,My Soul to Take ,Frank Grillo,Emily Meade,Zena Grey,2
CS2063,The Girl Next Door ,Chris Marquette,Timothy Bottoms,Jacob Young,2
CS2064,Maximum Risk ,Natasha Henstridge,Zach Grenier,Paul Ben-Victor,1
CS2065,Stealing Harvard ,Martin Starr,Megan Mullally,Chris Penn,1
CS2066,Legend ,Tom Hardy,Paul Anderson,Tara Fitzgerald,2
CS2067,Hot Rod ,Sissy Spacek,Jorma Taccone,Chris Parnell,5
CS2068,Shark Night 3D ,Chris Zylka,Joel David Moore,Katharine McPhee,0
CS2069,Angela's Ashes ,Emily Watson,Devon Murray,Pauline McLynn,1
CS2070,Draft Day ,Jennifer Garner,Chi McBride,Patrick St. Esprit,1
CS2071,Lifeforce ,Frank Finlay,Steve Railsback,Peter Firth,0
